,,,,,
0,455,10,smile.png,910,910
1,269,45,smile.png,910,910
2,642,46,smile.png,910,910
3,140,128,smile.png,910,910
4,769,128,smile.png,910,910
5,108,180,smile.png,910,910
6,814,181,smile.png,910,910
7,165,184,smile.png,910,910
8,213,162,smile.png,910,910
9,286,154,smile.png,910,910
10,334,163,smile.png,910,910
11,379,188,smile.png,910,910
12,526,189,smile.png,910,910
13,559,163,smile.png,910,910
14,609,154,smile.png,910,910
15,710,163,smile.png,910,910
16,753,185,smile.png,910,910
17,177,284,smile.png,910,910
18,224,221,smile.png,910,910
19,219,300,smile.png,910,910
20,315,269,smile.png,910,910
21,384,278,smile.png,910,910
22,347,225,smile.png,910,910
23,529,281,smile.png,910,910
24,595,269,smile.png,910,910
25,670,807,smile.png,910,910
26,740,286,smile.png,910,910
27,691,221,smile.png,910,910
28,575,226,smile.png,910,910
29,455,247,smile.png,910,910
30,455,317,smile.png,910,910
31,456,364,smile.png,910,910
32,456,417,smile.png,910,910
33,361,410,smile.png,910,910
34,403,434,smile.png,910,910
35,455,440,smile.png,910,910
36,504,436,smile.png,910,910
37,544,411,smile.png,910,910
38,77,274,smile.png,910,910
39,60,367,smile.png,910,910
40,56,505,smile.png,910,910
41,89,640,smile.png,910,910
42,189,737,smile.png,910,910
43,263,807,smile.png,910,910
44,333,849,smile.png,910,910
45,455,902,smile.png,910,910
46,394,883,smile.png,910,910
47,535,883,smile.png,910,910
48,605,849,smile.png,910,910
49,736,737,smile.png,910,910
50,809,640,smile.png,910,910
51,849,505,smile.png,910,910
52,858,367,smile.png,910,910
53,848,273,smile.png,910,910
54,454,766,smile.png,910,910
55,321,740,smile.png,910,910
56,606,740,smile.png,910,910
57,734,622,smile.png,910,910
58,179,624,smile.png,910,910
59,133,456,smile.png,910,910
60,221,439,smile.png,910,910
61,329,439,smile.png,910,910
62,456,452,smile.png,910,910
63,570,440,smile.png,910,910
64,658,442,smile.png,910,910
65,776,455,smile.png,910,910
66,168,461,smile.png,910,910
67,286,454,smile.png,910,910
68,456,463,smile.png,910,910
69,623,454,smile.png,910,910
70,747,456,smile.png,910,910
71,676,661,smile.png,910,910
72,239,661,smile.png,910,910
73,456,747,smile.png,910,910
