0,88,14,smile.png,300,300
1,211,15,smile.png,300,300
2,46,42,smile.png,300,300
3,253,42,smile.png,300,300
4,35,59,smile.png,300,300
5,268,59,smile.png,300,300
6,54,60,smile.png,300,300
7,70,53,smile.png,300,300
8,94,50,smile.png,300,300
9,110,53,smile.png,300,300
10,124,61,smile.png,300,300
11,173,62,smile.png,300,300
12,184,53,smile.png,300,300
13,200,50,smile.png,300,300
14,234,53,smile.png,300,300
15,248,60,smile.png,300,300
16,58,93,smile.png,300,300
17,73,72,smile.png,300,300
18,72,98,smile.png,300,300
19,103,88,smile.png,300,300
20,126,91,smile.png,300,300
21,114,74,smile.png,300,300
22,174,92,smile.png,300,300
23,196,88,smile.png,300,300
24,229,98,smile.png,300,300
25,243,94,smile.png,300,300
26,227,72,smile.png,300,300
27,189,74,smile.png,300,300
28,150,81,smile.png,300,300
29,150,104,smile.png,300,300
30,150,120,smile.png,300,300
31,150,137,smile.png,300,300
32,119,135,smile.png,300,300
33,132,143,smile.png,300,300
34,150,145,smile.png,300,300
35,166,143,smile.png,300,300
36,179,135,smile.png,300,300
37,25,90,smile.png,300,300
38,19,120,smile.png,300,300
39,18,166,smile.png,300,300
40,29,210,smile.png,300,300
41,62,242,smile.png,300,300
42,86,266,smile.png,300,300
43,109,279,smile.png,300,300
44,150,297,smile.png,300,300
45,129,291,smile.png,300,300
46,176,291,smile.png,300,300
47,199,279,smile.png,300,300
48,220,266,smile.png,300,300
49,242,242,smile.png,300,300
50,266,210,smile.png,300,300
51,279,166,smile.png,300,300
52,282,120,smile.png,300,300
53,279,90,smile.png,300,300
54,149,252,smile.png,300,300
55,105,243,smile.png,300,300
56,199,243,smile.png,300,300
57,241,205,smile.png,300,300
58,59,205,smile.png,300,300
59,43,150,smile.png,300,300
60,72,144,smile.png,300,300
61,108,144,smile.png,300,300
62,150,149,smile.png,300,300
63,187,145,smile.png,300,300
64,216,145,smile.png,300,300
65,255,150,smile.png,300,300
66,55,151,smile.png,300,300
67,94,149,smile.png,300,300
68,150,152,smile.png,300,300
69,205,149,smile.png,300,300
70,246,150,smile.png,300,300
71,222,217,smile.png,300,300
72,78,217,smile.png,300,300
73,150,246,smile.png,300,300
74,150,3,smile.png,300,300
