,,,,,
0,12,59,smile.png,910,910
1,13,72,smile.png,910,910
2,17,84,smile.png,910,910
3,21,91,smile.png,910,910
4,26,96,smile.png,910,910
5,34,104,smile.png,910,910
6,42,109,smile.png,910,910
7,50,112,smile.png,910,910
8,60,114,smile.png,910,910
9,70,112,smile.png,910,910
10,81,109,smile.png,910,910
11,89,104,smile.png,910,910
12,94,98,smile.png,910,910
13,99,91,smile.png,910,910
14,102,83,smile.png,910,910
15,107,72,smile.png,910,910
16,108,59,smile.png,910,910
17,25,42,smile.png,910,910
18,30,39,smile.png,910,910
19,36,38,smile.png,910,910
20,42,38,smile.png,910,910
21,48,40,smile.png,910,910
22,74,40,smile.png,910,910
23,80,38,smile.png,910,910
24,85,38,smile.png,910,910
25,92,40,smile.png,910,910
26,96,43,smile.png,910,910
27,60,58,smile.png,910,910
28,60,67,smile.png,910,910
29,60,74,smile.png,910,910
30,60,79,smile.png,910,910
31,54,79,smile.png,910,910
32,63,81,smile.png,910,910
33,60,83,smile.png,910,910
34,56,81,smile.png,910,910
35,66,79,smile.png,910,910
36,32,61,smile.png,910,910
37,37,56,smile.png,910,910
38,47,55,smile.png,910,910
39,52,59,smile.png,910,910
40,46,62,smile.png,910,910
41,37,63,smile.png,910,910
42,68,60,smile.png,910,910
43,73,56,smile.png,910,910
44,83,56,smile.png,910,910
45,89,61,smile.png,910,910
46,83,63,smile.png,910,910
47,74,62,smile.png,910,910
48,40,82,smile.png,910,910
49,48,82,smile.png,910,910
50,54,83,smile.png,910,910
51,60,85,smile.png,910,910
52,66,83,smile.png,910,910
53,71,82,smile.png,910,910
54,77,82,smile.png,910,910
55,74,92,smile.png,910,910
56,70,98,smile.png,910,910
57,59,100,smile.png,910,910
58,50,97,smile.png,910,910
59,43,92,smile.png,910,910
60,44,85,smile.png,910,910
61,52,87,smile.png,910,910
62,60,89,smile.png,910,910
63,67,87,smile.png,910,910
64,75,86,smile.png,910,910
65,69,93,smile.png,910,910
66,60,97,smile.png,910,910
67,49,93,smile.png,910,910
68,15,42,smile.png,910,910
69,23,22,smile.png,910,910
70,40,12,smile.png,910,910
71,60,7,smile.png,910,910
72,80,12,smile.png,910,910
73,97,22,smile.png,910,910
74,105,42,smile.png,910,910
